0.05 0.951062 0.308989 -1.94132 5.97569
0.1 0.80905 0.587736 -3.69263 5.0834
0.15 0.587863 0.80896 -5.08254 3.69364
0.2 0.30915 0.951014 -5.97503 1.94244
0.25 0.000185428 0.999998 -6.28277 0.00116912
0.3 -0.308793 0.951117 -5.97565 -1.94023
0.35 -0.587546 0.809154 -5.0837 -3.69179
0.4 -0.808791 0.588 -3.69412 -5.08211
0.45 -0.950868 0.309296 -1.94284 -5.97507
0.5 -0.999862 0.000318795 -0.00116791 -6.2832
0.55 -0.950966 -0.308684 1.94086 -5.97617
0.6 -0.808954 -0.587456 3.69311 -5.08387
0.65 -0.58772 -0.808692 5.08391 -3.69351
0.7 -0.308923 -0.950712 5.97692 -1.94113
0.75 0.000134355 -0.999592 6.28446 0.00168646
0.8 0.309173 -0.95053 5.97625 1.94459
0.85 0.58791 -0.808321 5.08233 3.69713
0.9 0.809024 -0.586895 3.69021 5.08746
0.95 0.95084 -0.307949 1.93633 5.97921
1 0.999454 0.00117805 -0.00741175 6.2849
1.05 0.950099 0.310185 -1.95043 5.97453
1.1 0.807613 0.588783 -3.70225 5.07852
1.15 0.585964 0.809663 -5.09113 3.68473
1.2 0.306881 0.951175 -5.98094 1.92977
1.25 -0.00227914 0.999448 -6.28448 -0.0143297
1.3 -0.311212 0.949753 -5.97198 -1.95703
1.35 -0.589633 0.806957 -5.07405 -3.70795
1.4 -0.810248 0.585057 -3.67865 -5.09544
1.45 -0.951423 0.305801 -1.92245 -5.98347
1.5 -0.999309 -0.00343391 0.022433 -6.28488
1.55 -0.9492 -0.312327 1.96537 -5.96997
1.6 -0.805996 -0.590583 3.71581 -5.06944
1.65 -0.583732 -0.810902 5.10199 -3.67145
1.7 -0.304201 -0.951659 5.98778 -1.91302
1.75 0.00517541 -0.999032 6.2861 0.0334063
1.8 0.314039 -0.948357 5.96748 1.9768
1.85 0.592073 -0.804598 5.06307 3.72636
1.9 0.811982 -0.581857 3.66154 5.11025
1.95 0.952173 -0.301997 1.90046 5.99251
2 0.998879 0.00750812 -0.0472579 6.28645
